"Type","ID","Original Name","Localized Name","English Translated Name","First Name (Original)","Last Name (Original)","First Name (Localized)","Last Name (Localized)","Gender","Localization Issues","Cultural Status","Localization Reason","Description","ROW_TYPE","VERIF_STATUS","ISSUE_COUNT","C0_CRITICAL_ISSUES","C1_CHARACTER_ISSUES","C2_CONTENT_ISSUES","C3_FORMAT_ISSUES","SUGGESTED_FIXES"
"Character","char_33","mark henderson","mark henderson","Marc Henderson","mark henderson","Male","25","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'mark henderson' starts with lowercase.",""
"Character","char_33","mark henderson","mark","Marc","mark","Male","25","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'mark' starts with lowercase.",""
"Character","char_34","tom","tom","Thomas","Tom","Male","27, 28, 52, 74, 75, 79","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'tom' starts with lowercase.",""
"Character","char_34","tom","james","Thomas","James","Male","75","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'james' starts with lowercase.",""
"Character","char_35","james","james","Jacques","James","Male","26","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'james' starts with lowercase.",""
"Character","char_37","kato-san","kato-san","Kato-san","Kato-san","Unknown","22","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'kato-san' starts with lowercase.",""
"Character","char_4","sophia kaiser","sophia","Sophie","Sophia","Female","7, 10, 11, 14, 15, 16, 17, 18, 19, 20, 27, 28, 31, 32, 34, 35, 37, 40, 41, 42, 43, 44, 50, 52, 54, 55, 56, 57, 58, 59, 62, 63, 68, 69, 72, 73, 74, 75, 76, 85, 86, 87, 90, 91, 92, 95, 99, 101","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'sophia' starts with lowercase.",""
"Character","char_4","sophia kaiser","sophia kaiser","Sophie Lempereur","Sophia Kaiser","Female","15, 16, 17, 31, 50, 95","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'kaiser' in Localized Name: 'sophia kaiser'.","[capitalisation] Localized name 'sophia kaiser' starts with lowercase.","Replace with French equivalent."
"Character","char_4","sophia kaiser","miss sophia","Mademoiselle Sophie","Miss Sophia","Female","11, 101","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'miss sophia' starts with lowercase.",""
"Character","char_4","sophia kaiser","miss kaiser","Mademoiselle Lempereur","Miss Kaiser","Female","27","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'kaiser' in Localized Name: 'miss kaiser'.","[capitalisation] Localized name 'miss kaiser' starts with lowercase.","Replace with French equivalent."
"Character","char_4","sophia kaiser","sophias","de Sophie","Sophia's","Female","37, 62","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'sophias' starts with lowercase.",""
"Character","char_4","sophia kaiser","ms. kaiser","Mademoiselle Lempereur","Ms. Kaiser","Female","86","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'kaiser' in Localized Name: 'ms. kaiser'.","[capitalisation] Localized name 'ms. kaiser' starts with lowercase.","Replace with French equivalent."
"Character","char_40","zayn larson","zayn larson","Zayn Larson","Zayn Larson","Male","35, 37","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'zayn larson' starts with lowercase.",""
"Character","char_40","zayn larson","zayn","Zayn","Zayn","Male","67, 71, 77","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'zayn' starts with lowercase.",""
"Character","char_40","zayn larson","zayn larrson","Zayn Larson","Zayn Larrson","Male","48, 50","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'zayn larrson' starts with lowercase.",""
"Character","char_41","sebastian langston","sebastian langston","Sébastien de Langlois","Sebastian Langston","Male","40, 41, 45, 50, 51, 52, 54, 58, 59, 64, 65, 66, 68, 69, 88, 90, 95","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'sebastian langston' starts with lowercase.",""
"Character","char_41","sebastian langston","sebastian","Sébastien","Sebastian","Male","41, 50, 51, 52, 53, 54, 55, 57, 58, 59, 60, 63, 64, 65, 66, 67, 68, 69, 77, 78, 80, 81, 85, 87, 88, 90, 100","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'sebastian' starts with lowercase.",""
"Character","char_41","sebastian langston","mr. langston","Monsieur de Langlois","Mr. Langston","Male","40, 50, 52, 53, 59","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'mr. langston' starts with lowercase.",""
"Character","char_41","sebastian langston","sebastiabn langstons","de Sébastien de Langlois","Sebastiabn Langston's","Male","42","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'sebastiabn langstons' starts with lowercase.",""
"Character","char_41","sebastian langston","sebastians","de Sébastien","Sebastian's","Male","50","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'sebastians' starts with lowercase.",""
"Character","char_41","sebastian langston","langston","de Langlois","Langston","Male","65","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'langston' starts with lowercase.",""
"Character","char_43","mr. kelly","mr. kelly","Monsieur Garnier","Mr. Kelly","Male","30","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'mr. kelly' starts with lowercase.",""
"Character","char_44","die alte frau","die alte frau","la vieille femme","the old woman","Female","","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'die' in Localized Name: 'die alte frau'.","[capitalisation] Localized name 'die alte frau' starts with lowercase.","Replace with French equivalent."
"Character","char_46","patrick sawyer","mister sawyer","Monsieur Caron","Mister Sawyer","Male","26, 32","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'mister sawyer' starts with lowercase.",""
"Character","char_46","patrick sawyer","patrick sawyer","Patrick Caron","Patrick Sawyer","Male","32","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'patrick sawyer' starts with lowercase.",""
"Character","char_46","patrick sawyer","sawyer","Caron","Sawyer","Male","27, 29, 31, 41","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'sawyer' starts with lowercase.",""
"Character","char_46","patrick sawyer","präsident sawyer","Président Caron","President Sawyer","Male","27, 28","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'präsident sawyer' starts with lowercase.",""
"Character","char_47","liam hunter","liam","Liam","Liam","Male","54, 62, 72, 74, 91, 100","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'liam' starts with lowercase.",""
"Character","char_47","liam hunter","liam hunter","Liam Hunter","Liam Hunter","Male","39, 40","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'liam hunter' starts with lowercase.",""
"Character","char_47","liam hunter","liams hunters","de Liam Hunter","Liam's Hunters","Male","42","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'liams hunters' starts with lowercase.",""
"Character","char_49","mr. miller","mr. miller","Monsieur Meunier","mr. miller","Male","38","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'mr. miller' starts with lowercase.",""
"Character","char_5","viktor kaiser","viktor kaiser","Victor Lempereur","Viktor Kaiser","Male","11, 15, 79, 85, 86","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'kaiser' in Localized Name: 'viktor kaiser'.","[capitalisation] Localized name 'viktor kaiser' starts with lowercase.","Replace with French equivalent."
"Character","char_5","viktor kaiser","viktor","Victor","Viktor","Male","11, 32, 33, 34, 58, 79, 85, 86, 87, 89, 90, 91, 92, 99","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'viktor' starts with lowercase.",""
"Character","char_5","viktor kaiser","onkel victor","Oncle Victor","Uncle Victor","Male","28","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'onkel victor' starts with lowercase.",""
"Character","char_5","viktor kaiser","mr. kaiser","Monsieur Lempereur","Mr. Kaiser","Male","75","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'kaiser' in Localized Name: 'mr. kaiser'.","[capitalisation] Localized name 'mr. kaiser' starts with lowercase.","Replace with French equivalent."
"Character","char_5","viktor kaiser","papa","Papa","Papa","Male","33, 34","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'papa' starts with lowercase.",""
"Character","char_5","viktor kaiser","viktor kiefer","Victor Lempereur","Viktor Kiefer","Male","32","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'viktor kiefer' starts with lowercase.",""
"Character","char_5","viktor kaiser","victor kaiser","Victor Lempereur","Victor Kaiser","Male","","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'kaiser' in Localized Name: 'victor kaiser'.","[capitalisation] Localized name 'victor kaiser' starts with lowercase.","Replace with French equivalent."
"Character","char_5","viktor kaiser","victor","Victor","Victor","Male","37","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'victor' starts with lowercase.",""
"Character","char_5","viktor kaiser","vater","père","Father","Male","58","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'vater' in Localized Name: 'vater'.","[capitalisation] Localized name 'vater' starts with lowercase.","Replace with French equivalent."
"Character","char_5","viktor kaiser","präsident kaiser","PDG Lempereur","President Kaiser","Male","101","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'kaiser' in Localized Name: 'präsident kaiser'.","[capitalisation] Localized name 'präsident kaiser' starts with lowercase.","Replace with French equivalent."
"Character","char_5","viktor kaiser","onkel viktor","oncle Victor","Uncle Viktor","Male","74, 75","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'onkel viktor' starts with lowercase.",""
"Character","char_54","angela kelly","angela","Angèle","Angela","Female","47, 48","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'angela' starts with lowercase.",""
"Character","char_54","angela kelly","angela kelly","Angèle Garnier","Angela Kelly","Female","47, 48","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'angela kelly' starts with lowercase.",""
"Character","char_54","angela kelly","angie","Angie","Angie","Female","47","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'angie' starts with lowercase.",""
"Character","char_54","angela kelly","miss kelly","Mademoiselle Garnier","Miss Kelly","Female","47","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'miss kelly' starts with lowercase.",""
"Character","char_54","angela kelly","angelas","d'Angèle","Angela's","Female","47","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'angelas' starts with lowercase.",""
"Character","char_55","brandon kelly","brandon kelly","Brandon Garnier","brandon kelly","Male","47, 48","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'brandon kelly' starts with lowercase.",""
"Character","char_55","brandon kelly","brandon","Brandon","brandon","Male","47","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'brandon' starts with lowercase.",""
"Character","char_55","brandon kelly","mr. kelly","Monsieur Garnier","mr. kelly","Male","48","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'mr. kelly' starts with lowercase.",""
"Character","char_55","brandon kelly","kellys","des Garnier","kellys","Male","47","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'kellys' starts with lowercase.",""
"Character","char_55","brandon kelly","daniels großvater","le grand-père de Daniel","daniel's grandfather","Male","","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'großvater' in Localized Name: 'daniels großvater'.","[capitalisation] Localized name 'daniels großvater' starts with lowercase.","Replace with French equivalent."
"Character","char_56","die chefin des styling-salons","die chefin des styling-salons","la patronne du salon de beauté","the styling salon owner","Female","","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'die' in Localized Name: 'die chefin des styling-salons'.","[capitalisation] Localized name 'die chefin des styling-salons' starts with lowercase.","Replace with French equivalent."
"Character","char_58","paxton williams","paxton williams","Pascal Moreau","paxton williams","Male","48","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'paxton williams' starts with lowercase.",""
"Character","char_59","ethans vater","ethans vater","le père d'Ethan","Ethan's father","Male","","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'vater' in Localized Name: 'ethans vater'.","[capitalisation] Localized name 'ethans vater' starts with lowercase.","Replace with French equivalent."
"Character","char_6","luise kaiser","luise kaiser","Louise Lempereur","Luise Kaiser","Female","51","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'kaiser' in Localized Name: 'luise kaiser'.","[capitalisation] Localized name 'luise kaiser' starts with lowercase.","Replace with French equivalent."
"Character","char_6","luise kaiser","luise","Louise","Luise","Female","32, 34, 37, 56, 57, 62, 69, 85, 86, 90, 92","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'luise' starts with lowercase.",""
"Character","char_6","luise kaiser","frau kaiser","Madame Lempereur","Mrs. Kaiser","Female","1","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'frau' in Localized Name: 'frau kaiser'.","[capitalisation] Localized name 'frau kaiser' starts with lowercase.","Replace with French equivalent."
"Character","char_6","luise kaiser","tante luise","Tante Louise","Aunt Luise","Female","28","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'tante luise' starts with lowercase.",""
"Character","char_6","luise kaiser","mama","Maman","Mama","Female","20","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'mama' starts with lowercase.",""
"Character","char_6","luise kaiser","mrs. kaiser","Madame Lempereur","Mrs. Kaiser","Female","34, 57","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'kaiser' in Localized Name: 'mrs. kaiser'.","[capitalisation] Localized name 'mrs. kaiser' starts with lowercase.","Replace with French equivalent."
"Character","char_6","luise kaiser","luisa","Louise","Luisa","Female","37","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'luisa' starts with lowercase.",""
"Character","char_60","richard storm","richard storm","Richard Orage","Richard Storm","Male","51","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'richard storm' starts with lowercase.",""
"Character","char_60","richard storm","reed","Richard","Reed","Male","51","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'reed' starts with lowercase.",""
"Character","char_63","henry jackson","henry jackson","Henri Jacques","Henry Jackson","Male","56","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'henry jackson' starts with lowercase.",""
"Character","char_63","henry jackson","henry","Henri","Henry","Male","43, 48, 71, 72, 82","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'henry' starts with lowercase.",""
"Character","char_66","linda shelby","linda shelby","Linda Shelby","Linda Shelby","Female","71","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'linda shelby' starts with lowercase.",""
"Character","char_66","linda shelby","linda","Linda","Linda","Female","56, 72","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'linda' starts with lowercase.",""
"Character","char_66","linda shelby","linny","Linny","Linny","Female","56","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'linny' starts with lowercase.",""
"Character","char_67","mr. chandler","mr. chandler","Monsieur Chandler","Mr. Chandler","Male","56","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'mr. chandler' starts with lowercase.",""
"Character","char_68","lilly","lilly","Lilly","Lilly","Female","62","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'lilly' starts with lowercase.",""
"Character","char_68","lilly","pflegerin lilly","Lilly l'aide-soignante","Caregiver Lilly","Female","62","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'pflegerin lilly' starts with lowercase.",""
"Character","char_69","wendy","wendy","Wendy","Wendy","Female","57","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'wendy' starts with lowercase.",""
"Character","char_70","sheryl","sheryl","Chantal","Sheryl","Female","57","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'sheryl' starts with lowercase.",""
"Character","char_70","sheryl","tante sheryl","tante Chantal","Aunt Sheryl","Female","95","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'tante sheryl' starts with lowercase.",""
"Character","char_71","patrick","patrick","Patrick","Patrick","Male","59","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'patrick' starts with lowercase.",""
"Character","char_72","elisa kaiser","elisa","Élise","Elisa","Female","57","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'elisa' starts with lowercase.",""
"Character","char_72","elisa kaiser","oma elisa","Mamie Élise","Grandma Elisa","Female","57","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'oma elisa' starts with lowercase.",""
"Character","char_72","elisa kaiser","alte mrs. kaiser","la vieille Madame Lempereur","Old Mrs. Kaiser","Female","58","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'kaiser' in Localized Name: 'alte mrs. kaiser'.","[capitalisation] Localized name 'alte mrs. kaiser' starts with lowercase.","Replace with French equivalent."
"Character","char_72","elisa kaiser","elisa kaiser","Élise Lempereur","Elisa Kaiser","Female","","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'kaiser' in Localized Name: 'elisa kaiser'.","[capitalisation] Localized name 'elisa kaiser' starts with lowercase.","Replace with French equivalent."
"Character","char_72","elisa kaiser","oma","Mamie","Grandma","Female","42, 45, 54, 56, 91","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'oma' starts with lowercase.",""
"Character","char_72","elisa kaiser","emilys oma","la mamie d'Émilie","Emily's Grandma","Female","","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'emilys oma' starts with lowercase.",""
"Character","char_72","elisa kaiser","großmutter","grand-mère","Grandmother","Female","55, 56","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'großmutter' in Localized Name: 'großmutter'.","[capitalisation] Localized name 'großmutter' starts with lowercase.","Replace with French equivalent."
"Character","char_72","elisa kaiser","großmutter kaiser","grand-mère Lempereur","Grandmother Kaiser","Female","","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'großmutter' in Localized Name: 'großmutter kaiser'.","[capitalisation] Localized name 'großmutter kaiser' starts with lowercase.","Replace with French equivalent."
"Character","char_72","elisa kaiser","ihre großmutter","sa grand-mère","Her Grandmother","Female","90, 91","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'großmutter' in Localized Name: 'ihre großmutter'.","[capitalisation] Localized name 'ihre großmutter' starts with lowercase.","Replace with French equivalent."
"Character","char_72","elisa kaiser","emilys großmutter","la grand-mère d'Émilie","Emily's Grandmother","Female","","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'großmutter' in Localized Name: 'emilys großmutter'.","[capitalisation] Localized name 'emilys großmutter' starts with lowercase.","Replace with French equivalent."
"Character","char_74","georg langston senior","georg langston senior","Georges de Langlois Père","Georg Langston Senior","Male","63","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'georg langston senior' starts with lowercase.",""
"Character","char_74","georg langston senior","mr. langston senior","Monsieur de Langlois Père","Mr. Langston Senior","Male","63","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'mr. langston senior' starts with lowercase.",""
"Character","char_75","mr. brown","mr brown","Monsieur Lebrun","Mr. Brown","Male","62, 63","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'mr brown' starts with lowercase.",""
"Character","char_75","mr. brown","mr. brown","Monsieur Lebrun","Mr. Brown","Male","63","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'mr. brown' starts with lowercase.",""
"Character","char_76","mr. jackson","mr. jackson","Monsieur Jacques","Mr. Jackson","Male","64","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'mr. jackson' starts with lowercase.",""
"Character","char_77","sonya langston miller","sonya","Sonia","Sonya","Female","50, 57, 58, 62, 63, 64, 72","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'sonya' starts with lowercase.",""
"Character","char_77","sonya langston miller","sonya langston miller","Sonia de Langlois-Meunier","Sonya Langston Miller","Female","","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'sonya langston miller' starts with lowercase.",""
"Character","char_77","sonya langston miller","sonya langston","Sonia de Langlois","Sonya Langston","Female","50","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'sonya langston' starts with lowercase.",""
"Character","char_77","sonya langston miller","sonya miller","Sonia Meunier","Sonya Miller","Female","","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'sonya miller' starts with lowercase.",""
"Character","char_78","paul miller","paul","Paul","paul","Male","69","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'paul' starts with lowercase.",""
"Character","char_78","paul miller","paul miller","Paul Meunier","paul miller","Male","69","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'paul miller' starts with lowercase.",""
"Character","char_79","zachary miller","zachary miller","Zacharie Meunier","Zachary Miller","Male","69","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'zachary miller' starts with lowercase.",""
"Character","char_79","zachary miller","vorsitzender miller","Président Meunier","Chairman Miller","Male","69","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'vorsitzender miller' starts with lowercase.",""
"Character","char_8","felix knight","felix knight","Félix Chevalier","felix knight","Male","8, 16, 30, 74","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'felix knight' starts with lowercase.",""
"Character","char_8","felix knight","felix","Félix","felix","Male","9, 16, 29, 31, 33, 35, 36, 38, 45, 49, 74, 79, 80, 81, 85, 88, 92, 94, 95, 96, 97, 98, 99","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'felix' starts with lowercase.",""
"Character","char_80","christina","christina","Christina","Christina","Female","72","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'christina' starts with lowercase.",""
"Character","char_81","noah","noah","Noé","Noah","Male","75","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'noah' starts with lowercase.",""
"Character","char_81","noah","onkel noah","oncle Noé","Uncle Noah","Male","75","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'onkel noah' starts with lowercase.",""
"Character","char_88","chester jewell","chester jewell","Chester Jewell","chester jewell","Male","94","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'chester jewell' starts with lowercase.",""
"Character","char_88","chester jewell","chester","Chester","chester","Male","94","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'chester' starts with lowercase.",""
"Character","char_89","oliver grant","oliver grant","Olivier Durand","Oliver Grant","Male","85, 86, 87, 91, 99","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'oliver grant' starts with lowercase.",""
"Character","char_89","oliver grant","oliver","Olivier","Oliver","Male","85, 86","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'oliver' starts with lowercase.",""
"Character","char_89","oliver grant","grant","Durand","Grant","Male","86, 87","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'grant' starts with lowercase.",""
"Character","char_89","oliver grant","mr. grant","Maître Durand","Mr. Grant","Male","86, 87","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'mr. grant' starts with lowercase.",""
"Character","char_9","ethans mutter","ethans mutter","la mère d'Ethan","Ethan's mother","Female","","Yes","","","","","","ALIAS","HIGH","2","","","[german_in_french_field] German word 'mutter' in Localized Name: 'ethans mutter'.","[capitalisation] Localized name 'ethans mutter' starts with lowercase.","Replace with French equivalent."
"Character","char_90","rodney snow","rodney snow","Rodney Snow","Rodney Snow","Male","94","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'rodney snow' starts with lowercase.",""
"Character","char_90","rodney snow","rodney","Rodney","Rodney","Male","94","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'rodney' starts with lowercase.",""
"Character","char_91","berta","berta","Berthe","Berta","Female","89","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'berta' starts with lowercase.",""
"Character","char_91","berta","bertha","Berthe","Bertha","Female","92","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'bertha' starts with lowercase.",""
"Character","char_92","miles clark","miles clark","Miles Leclerc","Miles Clark","Male","87","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'miles clark' starts with lowercase.",""
"Character","char_92","miles clark","mr. clark","Monsieur Leclerc","Mr. Clark","Male","87","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'mr. clark' starts with lowercase.",""
"Character","char_92","miles clark","miles","Miles","Miles","Male","87","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'miles' starts with lowercase.",""
"Character","char_93","christian stewart","harry stewart","Christian Fabre","Harry Stewart","Male","85","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'harry stewart' starts with lowercase.",""
"Character","char_93","christian stewart","christian stewart","Christian Fabre","Christian Stewart","Male","86","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'christian stewart' starts with lowercase.",""
"Character","char_93","christian stewart","stewart","Fabre","Stewart","Male","86, 87","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'stewart' starts with lowercase.",""
"Character","char_93","christian stewart","mr. stewart","Maître Fabre","Mr. Stewart","Male","86","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'mr. stewart' starts with lowercase.",""
"Character","char_94","terry foster","terry foster","Terry Foster","Terry Foster","Male","86","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'terry foster' starts with lowercase.",""
"Character","char_94","terry foster","mr. foster","Monsieur Foster","Mr. Foster","Male","86","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'mr. foster' starts with lowercase.",""
"Character","char_94","terry foster","terry","Terry","Terry","Male","86","Yes","","","","","","ALIAS","PASS (name casing)","1","","","","[capitalisation] Localized name 'terry' starts with lowercase.",""
